Lemma,Rank,SFI,U
broadly,550,"50,585","11,44"
adjacent,331,"50,583","11,44"
specimen,291,"50,582","11,43"
behavioral,67,"50,574","11,41"
ancestor,609,"50,571","11,41"
hierarchy,239,"50,571","11,40"
electron,29,"50,564","11,39"
rhetoric,530,"50,564","11,39"
mathematical,227,"50,559","11,37"
snake,831,"50,558","11,37"
classification,121,"50,549","11,35"
arrow,363,"50,540","11,32"
comparative,124,"50,537","11,32"
matrix,15,"50,518","11,27"
empirical,49,"50,516","11,26"
socially,507,"50,514","11,26"
calcium,315,"50,504","11,23"
migration,226,"50,503","11,23"
vein,453,"50,500","11,22"
correction,386,"50,499","11,22"
vitamin,693,"50,473","11,15"
adaptation,138,"50,473","11,15"
tutor,815,"50,470","11,14"
grid,493,"50,460","11,12"
magnetic,105,"50,451","11,10"
monetary,438,"50,443","11,07"
complement,204,"50,443","11,07"
crude,708,"50,440","11,07"
fever,671,"50,433","11,05"
explicitly,153,"50,423","11,02"
vague,756,"50,416","11,01"
credibility,814,"50,410","10,99"
non,235,"50,410","10,99"
differentiate,299,"50,402","10,97"
rack,955,"50,401","10,97"
psychologist,662,"50,385","10,93"
noble,702,"50,379","10,91"
conceptual,155,"50,369","10,89"
lump,875,"50,353","10,85"
limb,632,"50,345","10,83"
autonomy,248,"50,336","10,81"
membrane,41,"50,319","10,76"
realm,487,"50,316","10,76"
definite,465,"50,314","10,75"
elementary,588,"50,303","10,72"
overview,289,"50,303","10,72"
dense,345,"50,296","10,71"
dissolve,656,"50,293","10,70"
magnitude,230,"50,283","10,67"
adverse,450,"50,283","10,67"
sustainable,689,"50,277","10,66"
diameter,146,"50,274","10,65"
rejection,430,"50,268","10,64"
circulate,620,"50,262","10,62"
shallow,677,"50,259","10,61"
semantic,12,"50,253","10,60"
indirect,314,"50,240","10,57"
emergence,150,"50,232","10,55"
circulation,422,"50,222","10,52"
maximize,431,"50,220","10,52"
layout,748,"50,217","10,51"
competent,746,"50,210","10,50"
damp,727,"50,196","10,46"
occurrence,112,"50,183","10,43"
marble,821,"50,162","10,38"
momentum,568,"50,157","10,37"
simplify,369,"50,124","10,29"
syndrome,123,"50,123","10,29"
complication,434,"50,122","10,28"
supposedly,787,"50,121","10,28"
molecular,36,"50,121","10,28"
marginal,267,"50,119","10,28"
philosophical,304,"50,115","10,27"
goat,743,"50,107","10,25"
forum,766,"50,089","10,21"
capitalism,579,"50,084","10,20"
tolerance,441,"50,073","10,17"
habitat,376,"50,071","10,16"
elevate,447,"50,067","10,16"
viable,631,"50,051","10,12"
maternal,113,"50,043","10,10"
linear,16,"50,043","10,10"
halfway,927,"50,037","10,09"
bizarre,886,"50,032","10,07"
atom,244,"50,030","10,07"
impulse,516,"50,026","10,06"
pardon,924,"50,023","10,05"
inclusion,232,"50,019","10,04"
toxic,763,"50,016","10,04"
methodology,212,"50,006","10,01"
validity,241,"49,996","9,99"
illusion,668,"49,987","9,97"
globalization,715,"49,978","9,95"
pathway,82,"49,970","9,93"
unify,477,"49,965","9,92"
swap,897,"49,965","9,92"
gravity,613,"49,964","9,92"
incidence,131,"49,953","9,89"
dependence,148,"49,940","9,86"
cue,327,"49,937","9,86"
athletic,940,"49,926","9,83"
continuity,221,"49,921","9,82"
economically,728,"49,918","9,81"
mechanic,654,"49,912","9,80"
horizontal,143,"49,897","9,77"
ray,538,"49,892","9,75"
sword,869,"49,862","9,69"
aesthetic,355,"49,861","9,69"
disturbance,238,"49,854","9,67"
irrelevant,653,"49,850","9,66"
contradiction,383,"49,850","9,66"
orient,406,"49,850","9,66"
monopoly,718,"49,849","9,66"
protocol,353,"49,846","9,65"
primitive,389,"49,841","9,64"
minus,805,"49,829","9,61"
philosopher,479,"49,816","9,59"
inhibit,249,"49,811","9,58"
hydrogen,560,"49,777","9,50"
multiply,571,"49,772","9,49"
dioxide,742,"49,768","9,48"
parcel,865,"49,751","9,44"
offspring,420,"49,745","9,43"
technically,823,"49,741","9,42"
prey,697,"49,737","9,41"
valve,435,"49,718","9,37"
shuttle,938,"49,714","9,36"
simulation,43,"49,713","9,36"
whereby,608,"49,708","9,35"
standardize,497,"49,692","9,31"
integral,160,"49,690","9,31"
decay,415,"49,677","9,28"
nicely,874,"49,674","9,28"
inequality,90,"49,668","9,27"
predominantly,515,"49,656","9,24"
artifact,531,"49,656","9,24"
selective,324,"49,636","9,20"
bucket,896,"49,594","9,11"
stripe,839,"49,589","9,10"
utterance,128,"49,585","9,09"
problematic,385,"49,579","9,08"
liable,820,"49,542","9,00"
cord,591,"49,518","8,95"
denote,10,"49,516","8,94"
morality,572,"49,511","8,94"
static,392,"49,509","8,93"
axis,114,"49,505","8,92"
dialect,282,"49,502","8,92"
fringe,825,"49,495","8,90"
textbook,586,"49,481","8,87"
unintelligible,943,"49,479","8,87"
antibody,63,"49,476","8,86"
bracket,684,"49,468","8,85"
spontaneous,403,"49,454","8,82"
fundamentally,678,"49,452","8,82"
fusion,296,"49,435","8,78"
correlate,61,"49,431","8,77"
onset,79,"49,429","8,77"
sniff,961,"49,417","8,74"
retrieve,633,"49,412","8,73"
sexuality,643,"49,409","8,73"
sub,794,"49,381","8,67"
aluminum,818,"49,376","8,66"
critique,320,"49,375","8,66"
epidemic,651,"49,375","8,66"
syllable,102,"49,363","8,63"
trauma,624,"49,357","8,62"
comprehension,277,"49,338","8,59"
chromosome,103,"49,338","8,59"
transplant,648,"49,335","8,58"
paradigm,216,"49,326","8,56"
interestingly,491,"49,304","8,52"
stabilize,606,"49,302","8,52"
bilingual,69,"49,301","8,51"
intermediate,109,"49,298","8,51"
enzyme,161,"49,291","8,49"
node,58,"49,280","8,47"
nonetheless,658,"49,279","8,47"
constrain,298,"49,272","8,46"
analogy,449,"49,270","8,45"
capitalist,589,"49,262","8,44"
tech,954,"49,256","8,43"
equilibrium,53,"49,251","8,42"
fossil,526,"49,235","8,39"
implicit,278,"49,234","8,38"
undergraduate,739,"49,233","8,38"
quantitative,167,"49,206","8,33"
variant,178,"49,205","8,33"
planner,786,"49,172","8,26"
subjective,428,"49,163","8,25"
indigenous,308,"49,156","8,23"
pragmatic,361,"49,155","8,23"
vowel,52,"49,145","8,21"
basin,489,"49,111","8,15"
composite,584,"49,107","8,14"
differential,93,"49,080","8,09"
kidney,673,"49,069","8,07"
rotate,598,"49,068","8,07"
generalize,94,"49,065","8,06"
mentor,873,"49,058","8,05"
rewrite,456,"49,053","8,04"
antibiotic,641,"49,050","8,03"
peripheral,401,"49,033","8,00"
coherent,496,"49,033","8,00"
reservoir,752,"49,027","7,99"
rotation,240,"48,990","7,93"
psychiatric,318,"48,977","7,90"
chess,941,"48,962","7,87"
mobility,445,"48,945","7,84"
reproduction,410,"48,942","7,84"
gauge,792,"48,937","7,83"
multinational,884,"48,923","7,80"
velocity,23,"48,923","7,80"
optimal,72,"48,918","7,79"
physics,630,"48,904","7,77"
coordination,534,"48,902","7,77"
chunk,813,"48,899","7,76"
directive,714,"48,892","7,75"
tricky,936,"48,884","7,73"
manipulation,446,"48,876","7,72"
dominance,411,"48,865","7,70"
derivative,287,"48,849","7,67"
predator,674,"48,846","7,67"
replicate,378,"48,842","7,66"
fertility,330,"48,834","7,65"
nutrient,341,"48,824","7,63"
evolutionary,179,"48,770","7,53"
enormously,889,"48,731","7,47"
grammatical,136,"48,726","7,46"
footnote,753,"48,721","7,45"
fatigue,657,"48,721","7,45"
receptor,30,"48,714","7,44"
incumbent,811,"48,701","7,41"
diagnostic,220,"48,699","7,41"
instability,169,"48,692","7,40"
dye,723,"48,691","7,40"
infinite,218,"48,689","7,39"
synthesis,144,"48,685","7,39"
reactor,909,"48,672","7,37"
mediate,170,"48,672","7,37"
radar,915,"48,656","7,34"
detection,156,"48,635","7,30"
degrade,747,"48,607","7,26"
plantation,732,"48,596","7,24"
trivial,604,"48,583","7,22"
partition,246,"48,582","7,22"
arbitrary,182,"48,574","7,20"
algorithm,32,"48,553","7,17"
approximate,272,"48,544","7,15"
inferior,581,"48,526","7,12"
plausible,451,"48,525","7,12"
lexical,44,"48,523","7,12"
optical,627,"48,519","7,11"
triangle,545,"48,512","7,10"
quiz,876,"48,509","7,09"
corpus,209,"48,508","7,09"
migrate,675,"48,502","7,08"
polar,569,"48,484","7,05"
spatial,38,"48,475","7,04"
tract,426,"48,468","7,03"
reconstruct,549,"48,461","7,02"
industrialize,837,"48,461","7,02"
singular,274,"48,460","7,01"
simulate,343,"48,450","7,00"
slash,931,"48,435","6,97"
contradict,622,"48,422","6,95"
cylinder,512,"48,406","6,93"
mutation,74,"48,397","6,91"
deficiency,501,"48,389","6,90"
ion,14,"48,379","6,88"
atomic,603,"48,374","6,88"
unstable,367,"48,370","6,87"
ecological,352,"48,351","6,84"
rainfall,575,"48,343","6,83"
fracture,647,"48,340","6,82"
convergence,195,"48,325","6,80"
sodium,514,"48,320","6,79"
niche,755,"48,310","6,78"
media,778,"48,309","6,77"
neuron,42,"48,301","6,76"
variance,46,"48,276","6,72"
progression,510,"48,271","6,72"
surgical,533,"48,255","6,69"
formulation,281,"48,217","6,63"
trajectory,133,"48,212","6,63"
nationalism,448,"48,189","6,59"
residue,366,"48,133","6,51"
calculator,958,"48,130","6,50"
photographic,870,"48,109","6,47"
dilute,725,"48,090","6,44"
residual,295,"48,081","6,43"
vegetation,544,"48,059","6,40"
synthetic,679,"48,033","6,36"
vector,28,"48,031","6,35"
onwards,734,"48,013","6,33"
affirm,757,"48,006","6,32"
resistant,527,"47,967","6,26"
cone,147,"47,961","6,25"
finite,26,"47,941","6,22"
lecturer,866,"47,932","6,21"
altitude,791,"47,925","6,20"
differentiation,321,"47,922","6,20"
periodic,241,"47,884","6,14"
susceptible,562,"47,848","6,09"
socialize,888,"47,839","6,08"
transparency,793,"47,832","6,07"
applause,956,"47,796","6,02"
emit,744,"47,780","6,00"
realism,709,"47,777","5,99"
lever,905,"47,775","5,99"
numerical,107,"47,774","5,99"
theorist,518,"47,759","5,97"
emperor,790,"47,755","5,96"
whichever,919,"47,753","5,96"
deviation,186,"47,735","5,94"
accumulation,391,"47,696","5,88"
liter,878,"47,694","5,88"
nominal,408,"47,693","5,88"
qualitative,337,"47,661","5,84"
deceive,901,"47,624","5,79"
prevalence,92,"47,609","5,77"
critically,729,"47,536","5,67"
statistically,343,"47,526","5,66"
nitrogen,451,"47,516","5,64"
sponsorship,946,"47,514","5,64"
messenger,826,"47,491","5,61"
elimination,617,"47,483","5,60"
characterization,269,"47,476","5,59"
pre,305,"47,474","5,59"
interviewer,784,"47,432","5,54"
paradox,672,"47,419","5,52"
elevation,600,"47,370","5,46"
erase,851,"47,361","5,45"
contour,466,"47,354","5,44"
randomly,478,"47,354","5,44"
substitution,152,"47,352","5,43"
converge,275,"47,348","5,43"
archaeology,243,"47,339","5,42"
coefficient,39,"47,317","5,39"
induction,132,"47,277","5,34"
conserve,539,"47,259","5,32"
thermal,439,"47,242","5,30"
regression,55,"47,239","5,30"
quantum,536,"47,221","5,27"
variability,222,"47,198","5,25"
plural,435,"47,192","5,24"
rehabilitation,667,"47,187","5,23"
thickness,417,"47,156","5,20"
clone,405,"47,147","5,18"
slab,843,"47,139","5,17"
encode,128,"47,129","5,16"
pest,646,"47,126","5,16"
fungus,751,"47,122","5,15"
respiratory,616,"47,097","5,12"
urine,758,"47,070","5,09"
terminology,543,"47,068","5,09"
infectious,660,"47,063","5,09"
contradictory,687,"47,059","5,08"
inference,234,"47,043","5,06"
generalization,336,"47,026","5,04"
pesticide,822,"47,020","5,03"
computation,174,"46,997","5,01"
absorption,437,"46,996","5,01"
transcription,339,"46,993","5,00"
estimation,184,"46,985","4,99"
conditional,253,"46,967","4,97"
biologist,827,"46,965","4,97"
appendix,288,"46,931","4,93"
discrete,255,"46,880","4,88"
temporal,64,"46,849","4,84"
indifference,850,"46,841","4,83"
genetically,705,"46,840","4,83"
domination,738,"46,836","4,83"
scroll,945,"46,819","4,81"
demonstrator,957,"46,813","4,80"
subset,86,"46,808","4,79"
syntax,192,"46,792","4,78"
inhibition,332,"46,786","4,77"
bodily,754,"46,761","4,74"
consonant,250,"46,757","4,74"
physiological,313,"46,709","4,69"
sediment,537,"46,696","4,67"
fin,817,"46,691","4,67"
motif,555,"46,681","4,66"
linguistics,387,"46,674","4,65"
radius,370,"46,629","4,60"
algebra,286,"46,628","4,60"
fetal,276,"46,619","4,59"
syntactic,87,"46,595","4,57"
gradient,211,"46,579","4,55"
approximation,118,"46,535","4,50"
acceleration,472,"46,522","4,49"
hawk,952,"46,492","4,46"
bacterial,500,"46,483","4,45"
chemotherapy,711,"46,442","4,41"
lateral,258,"46,435","4,40"
adaptive,351,"46,433","4,40"
communicative,573,"46,431","4,40"
friction,700,"46,409","4,37"
binary,464,"46,371","4,34"
gram,819,"46,370","4,33"
delta,829,"46,315","4,28"
notation,224,"46,299","4,26"
dissertation,561,"46,244","4,21"
genetics,610,"46,202","4,17"
wavelength,484,"46,196","4,17"
diffusion,290,"46,176","4,15"
cortex,140,"46,153","4,12"
facet,809,"46,136","4,11"
semester,907,"46,123","4,10"
invert,720,"46,112","4,08"
anthropology,639,"46,092","4,07"
ecology,346,"46,087","4,06"
precipitate,800,"46,063","4,04"
theorem,31,"46,057","4,03"
mole,894,"46,035","4,01"
neural,158,"46,028","4,01"
phonological,76,"46,011","3,99"
irrigation,664,"46,000","3,98"
pi,374,"45,978","3,96"
amino,301,"45,962","3,95"
turbulent,535,"45,919","3,91"
solvent,841,"45,912","3,90"
yeast,764,"45,902","3,89"
innate,741,"45,879","3,87"
metabolism,551,"45,875","3,87"
mercury,880,"45,841","3,84"
artwork,923,"45,816","3,82"
longitudinal,264,"45,759","3,77"
hepatitis,681,"45,694","3,71"
transcribe,724,"45,683","3,70"
calculus,263,"45,672","3,69"
coronary,564,"45,664","3,68"
confound,745,"45,656","3,68"
optimum,670,"45,589","3,62"
portrayal,858,"45,582","3,62"
memorize,916,"45,562","3,60"
initiation,592,"45,557","3,60"
novice,889,"45,539","3,58"
sensory,399,"45,534","3,58"
phenomenal,883,"45,504","3,55"
substrate,394,"45,382","3,45"
reactive,704,"45,356","3,43"
censor,857,"45,346","3,42"
antiquity,761,"45,316","3,40"
industrialization,802,"45,288","3,38"
rationality,635,"45,267","3,36"
uplift,862,"45,259","3,36"
displacement,495,"45,219","3,33"
subtract,808,"45,140","3,27"
phosphate,612,"44,991","3,16"
elastic,690,"44,963","3,14"
anti,735,"44,914","3,10"
locus,116,"44,886","3,08"
morphology,190,"44,861","3,06"
postgraduate,922,"44,820","3,03"
entrant,951,"44,752","2,99"
marrow,834,"44,717","2,96"
abdominal,777,"44,716","2,96"
flux,444,"44,714","2,96"
potassium,703,"44,604","2,89"
primer,540,"44,516","2,83"
precipitation,781,"44,509","2,82"
connotation,828,"44,484","2,81"
amplitude,138,"44,439","2,78"
proton,611,"44,421","2,77"
replication,488,"44,301","2,69"
sneeze,960,"44,267","2,67"
infinity,676,"44,171","2,61"
inversion,652,"43,990","2,51"
scripture,917,"43,987","2,50"
denominator,838,"43,958","2,49"
secrete,730,"43,874","2,44"
chloride,796,"43,867","2,44"
semi,930,"43,856","2,43"
connector,947,"43,727","2,36"
millimeter,925,"43,705","2,35"
elasticity,685,"43,689","2,34"
exponential,505,"43,663","2,32"
morphological,257,"43,644","2,31"
null,347,"43,618","2,30"
micro,853,"43,571","2,28"
soluble,740,"43,520","2,25"
syllabus,902,"43,490","2,23"
handout,953,"43,429","2,20"
watershed,877,"43,427","2,20"
trans,663,"43,210","2,09"
axiom,645,"43,010","2,00"
randomize,398,"42,990","1,99"
equivalence,360,"42,953","1,97"
comma,885,"42,810","1,91"
dimensional,527,"42,720","1,87"
oscillation,516,"42,673","1,85"
parenthesis,701,"42,234","1,67"
circa,944,"41,984","1,58"
biodiversity,812,"41,965","1,57"
nonlinear,185,"41,704","1,48"
capillary,713,"41,660","1,47"
acidic,861,"41,658","1,46"
epidemiology,655,"41,585","1,44"
aerosol,939,"41,229","1,33"
cyclic,697,"41,050","1,27"
multi,933,"41,033","1,27"
dissection,856,"40,861","1,22"
herbicide,910,"40,798","1,20"
helix,736,"40,670","1,17"
splice,810,"40,480","1,12"
oxidize,879,"40,188","1,04"
volition,935,"39,718","0,94"
descriptor,906,"39,238","0,84"
deflection,900,"38,774","0,75"
solute,855,"38,669","0,74"
conduction,806,"38,363","0,69"
congruent,864,"37,717","0,59"
descendent,963,"36,422","0,44"
neo,950,"32,422","0,17"
goods,649,"29,615","0,09"
factorial,904,"27,802","0,06"
birthday,,"57,367","54,54"
airport,,"57,164","52,05"
countryside,,"55,498","35,47"
fax,,"55,347","34,25"
behalf,,"55,092","32,30"
sincerely,,"54,912","30,99"
café,,"54,747","29,83"
railway,,"54,695","29,48"
bathroom,,"54,562","28,59"
ph,,"54,537","28,43"
turnover,,"54,520","28,31"
hey,,"54,424","27,69"
worldwide,,"54,118","25,81"
baseball,,"54,010","25,17"
basketball,,"53,980","25,00"
attorney,,"53,858","24,31"
spite,,"53,838","24,20"
outstanding,,"53,829","24,15"
confront,,"53,825","24,13"
bicycle,,"53,731","23,61"
convenient,,"53,684","23,35"
jeans,,"53,664","23,25"
reception,,"53,653","23,19"
underground,,"53,627","23,05"
mum,,"53,603","22,92"
fuck,,"53,575","22,78"
embryo,,"53,566","22,73"
traveler,,"53,546","22,63"
script,,"53,533","22,56"
overwhelm,,"53,466","22,21"
nod,,"53,465","22,20"
spokesman,,"53,453","22,15"
satellite,,"53,401","21,88"
departure,,"53,388","21,82"
supermarket,,"53,335","21,55"
assault,,"53,333","21,54"
vacation,,"53,324","21,50"
senator,,"53,311","21,43"
pencil,,"53,297","21,36"
merger,,"53,289","21,33"
delegate,,"53,282","21,29"
sacrifice,,"53,264","21,20"
en,,"53,250","21,13"
priest,,"53,231","21,04"
considerably,,"53,228","21,03"
trousers,,"53,218","20,98"
sharply,,"53,205","20,92"
organizational,,"53,181","20,80"
echo,,"53,171","20,75"
founder,,"53,163","20,72"
grip,,"53,162","20,71"
certificate,,"53,157","20,69"
spiritual,,"53,146","20,64"
shame,,"53,135","20,58"
shed,,"53,122","20,52"
infrastructure,,"53,121","20,52"
desperate,,"53,112","20,47"
brick,,"53,110","20,47"
recession,,"53,086","20,35"
frustrate,,"53,076","20,30"
prayer,,"53,060","20,23"
prescribe,,"53,059","20,22"
administrative,,"53,044","20,15"
rally,,"53,032","20,10"
enthusiasm,,"53,027","20,08"
fiscal,,"53,021","20,05"
overnight,,"53,015","20,02"
drunk,,"53,014","20,02"
pet,,"53,011","20,00"
conviction,,"52,998","19,94"
provider,,"52,981","19,87"
dump,,"52,980","19,86"
compel,,"52,974","19,83"
horror,,"52,968","19,80"
combat,,"52,965","19,79"
relieve,,"52,965","19,79"
ceiling,,"52,950","19,72"
publicity,,"52,939","19,67"
decent,,"52,937","19,67"
equity,,"52,935","19,66"
grave,,"52,930","19,63"
overlook,,"52,926","19,61"
mask,,"52,924","19,61"
summit,,"52,924","19,60"
unexpected,,"52,922","19,60"
circuit,,"52,918","19,58"
steam,,"52,909","19,54"
ongoing,,"52,905","19,52"
intelligent,,"52,898","19,49"
disable,,"52,887","19,44"
inspection,,"52,887","19,44"
girlfriend,,"52,886","19,44"
modest,,"52,882","19,42"
seize,,"52,877","19,40"
heaven,,"52,860","19,32"
vulnerable,,"52,859","19,31"
zoo,,"52,856","19,30"
scandal,,"52,856","19,30"
terrorism,,"52,855","19,30"
battery,,"52,846","19,26"
captain,,"52,843","19,25"
toilet,,"52,838","19,22"
forgive,,"52,837","19,22"
republican,,"52,836","19,21"
rumor,,"52,829","19,18"
fate,,"52,823","19,16"
lane,,"52,823","19,15"
resume,,"52,821","19,15"
distress,,"52,818","19,14"
website,,"52,817","19,13"
guidance,,"52,812","19,11"
ambition,,"52,811","19,10"
flee,,"52,804","19,07"
bay,,"52,799","19,05"
constitutional,,"52,794","19,03"
quit,,"52,791","19,01"
technological,,"52,787","19,00"
boyfriend,,"52,781","18,97"
electrical,,"52,772","18,93"
drill,,"52,771","18,93"
headline,,"52,765","18,90"
deputy,,"52,746","18,82"
parliament,,"52,737","18,78"
commander,,"52,724","18,72"
patch,,"52,722","18,72"
instant,,"52,721","18,71"
anniversary,,"52,720","18,71"
fortunately,,"52,719","18,70"
residential,,"52,716","18,69"
lease,,"52,715","18,69"
rape,,"52,703","18,63"
premium,,"52,699","18,62"
peaceful,,"52,692","18,59"
testimony,,"52,687","18,56"
annoy,,"52,681","18,54"
fare,,"52,681","18,54"
convey,,"52,652","18,41"
policeman,,"52,651","18,41"
renew,,"52,648","18,40"
sandwich,,"52,646","18,39"
upstairs,,"52,644","18,38"
dive,,"52,643","18,38"
acceptance,,"52,641","18,37"
terror,,"52,635","18,35"
cotton,,"52,624","18,30"
boil,,"52,613","18,25"
juice,,"52,612","18,25"
unhappy,,"52,611","18,24"
urgent,,"52,609","18,23"
tragedy,,"52,607","18,23"
pie,,"52,606","18,22"
oocyte,,"52,594","18,17"
defendant,,"52,588","18,15"
dine,,"52,587","18,14"
duck,,"52,581","18,12"
lobby,,"52,578","18,11"
enforce,,"52,576","18,10"
tobacco,,"52,573","18,08"
